Symbol,Open,Close,O-C change (%),High,Low,H-L change (%),DateTime,Market Sensitive,Headline,Link
APT,67.7,68.0,0.44,68.8,67.55,1.85,2020-07-07 09:00:00,False,Proposed issue of Securities - APT,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252318
ESK,0.86,0.79,-8.14,0.97,0.73,32.88,2020-07-07 09:00:00,False,Notice of change of interests of substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252317
LSH,0.046,0.047,2.17,0.047,0.046,2.17,2020-07-07 08:59:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252316
5GN,1.245,1.24,-0.4,1.27,1.235,2.83,2020-07-07 08:59:00,False,5GN - Extension to Share Purchase Plan Offer,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252315
TLT,,,,,,,2020-07-07 08:59:00,True,Reinstatement to Official Quotation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252314
EDE,0.028,0.027,-3.57,0.028,0.027,3.7,2020-07-07 08:59:00,True,First Significant Australian EdenCrete Order,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252313
BSX,0.225,0.225,0.0,0.225,0.22,2.27,2020-07-07 08:57:00,True,Blackstone Purchases Third Drill Rig to Accelerate Ban Chang,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252312
PSQ,1.58,1.55,-1.9,1.58,1.547,2.13,2020-07-07 08:54:00,False,PSQ signs Management Services Agreement with HBF,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252311
ESK,0.86,0.79,-8.14,0.97,0.73,32.88,2020-07-07 08:53:00,False,Notice of change of interests of substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252310
WAT,2.6,2.6,0.0,2.6,2.6,0.0,2020-07-07 08:53:00,False,Daily share buy-back notice - Appendix 3E,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252309
ODA,,,,,,,2020-07-07 08:53:00,False,Change of Director's Interest Notice - Geoff Jamieson,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252308
APT,67.7,68.0,0.44,68.8,67.55,1.85,2020-07-07 08:52:00,True,Investor Presentation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252307
ESK,0.86,0.79,-8.14,0.97,0.73,32.88,2020-07-07 08:52:00,False,Notice of change of interests of substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252306
BKT,0.055,0.059,7.27,0.06,0.055,9.09,2020-07-07 08:51:00,False,Managing Director Letter - Entitlement Offer,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252305
APT,67.7,68.0,0.44,68.8,67.55,1.85,2020-07-07 08:50:00,True,"Trading Update, Capital Raising and Co-founder Sell-down",https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252304
ESE,0.022,0.02,-9.09,0.022,0.019,15.79,2020-07-07 08:49:00,True,ESE Signs US Distributor for Terpenes Sanitiser Products,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252303
TSC,0.005,0.005,0.0,0.005,0.005,0.0,2020-07-07 08:48:00,True,Follow-up exploration of gold targets at Rover underway,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252302
GDI,1.135,1.13,-0.44,1.15,1.125,2.22,2020-07-07 08:48:00,False,Becoming a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252301
SEC,1.385,1.375,-0.72,1.385,1.335,3.75,2020-07-07 08:48:00,False,Daily share buy-back notice - Appendix 3E,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252300
ANS,0.02,0.02,0.0,0.02,0.02,0.0,2020-07-07 08:47:00,False,SDL: Extension of AustSino Agreement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252299
SDL,0.0,0.0,,0.0,0.0,,2020-07-07 08:47:00,False,Extension of AustSino Agreement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252299
SHO,0.023,0.018,-21.74,0.023,0.018,27.78,2020-07-07 08:47:00,True,Launch of first fully localised Indonesian platform,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252298
SDL,0.0,0.0,,0.0,0.0,,2020-07-07 08:46:00,False,ANS: AustSino and Sundance Extend Ed Date on Agree,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252297
ANS,0.02,0.02,0.0,0.02,0.02,0.0,2020-07-07 08:46:00,False,AustSino and Sundance Extend Ed Date on Agreement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252297
MIO,0.15,0.13,-13.33,0.15,0.13,15.38,2020-07-07 08:46:00,False,Update on litigation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252296
MRC,0.225,0.225,0.0,0.23,0.225,2.22,2020-07-07 08:45:00,True,High-Grade Mineralisation Continues at Tormin Inland Strand,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252295
APT,67.7,68.0,0.44,68.8,67.55,1.85,2020-07-07 08:44:00,True,Trading Halt,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252294
AUT,,,,,,,2020-07-07 08:43:00,True,Proposed issue of Securities - AUT,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252293
AUT,,,,,,,2020-07-07 08:43:00,True,Auteco Receives Firm Commitments for A$30.4million Placement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252292
BKT,0.055,0.059,7.27,0.06,0.055,9.09,2020-07-07 08:41:00,True,Prospectus Non Renounceable Entitlement Offer,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252291
PAF,0.69,0.69,0.0,0.69,0.685,0.73,2020-07-07 08:40:00,False,Net Tangible Asset Backing - 3 July 2020,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252290
DTC,1.3,1.345,3.46,1.35,1.3,3.85,2020-07-07 08:38:00,True,Trading Halt,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252289
PGF,0.915,0.92,0.55,0.925,0.912,1.43,2020-07-07 08:38:00,False,Net Tangible Asset Backing - 3 July 2020,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252288
APL,0.93,0.935,0.54,0.94,0.93,1.08,2020-07-07 08:38:00,False,Daily share buy-back notice - Appendix 3E,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252287
LSF,1.26,1.255,-0.4,1.275,1.255,1.59,2020-07-07 08:35:00,False,Daily share buy-back notice - Appendix 3E,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252286
MHH,1.41,1.415,0.35,1.43,1.4,2.14,2020-07-07 08:33:00,False,Daily share buy-back notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252285
LBT,0.19,0.19,0.0,0.2,0.19,5.26,2020-07-07 08:32:00,True,LBT TEAMS WITH GLOBAL CLINICAL DIAGNOSTICS COMPANY,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252284
MFG,62.05,62.32,0.44,62.78,61.74,1.68,2020-07-07 08:31:00,True,Funds Under Management - June 2020,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252283
AEF,6.73,6.35,-5.65,6.8,6.27,8.45,2020-07-07 08:30:00,True,AEF Earnings Guidance,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252282
FNP,,,,,,,2020-07-07 08:30:00,False,FNP Appendix 3Z Final Director's Interest R Macleod,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252281
FNP,,,,,,,2020-07-07 08:30:00,False,FNP Appendix 3Y Change of Director's Interest R Macleod,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252280
VAR,0.016,0.018,12.5,0.018,0.016,12.5,2020-07-07 08:28:00,True,Final Acquisition Payment - Issue of Securities,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252279
GLH,0.21,0.21,0.0,0.21,0.21,0.0,2020-07-07 08:27:00,True,Global Health Signs Peninsula Health for Community Health,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252278
LSF,1.26,1.255,-0.4,1.275,1.255,1.59,2020-07-07 08:25:00,False,Net Tangible Asset Backing,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252277
MBK,0.01,0.01,0.0,0.011,0.009,22.22,2020-07-07 08:25:00,True,MBK grants option to acquire its Triumph tenements,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252276
TOE,0.009,0.009,0.0,0.01,0.009,11.11,2020-07-07 08:22:00,True,"Toro Successfully Completes EM Survey, Yandal Gold Project",https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252275
TGG,1.13,1.125,-0.44,1.13,1.13,0.0,2020-07-07 08:21:00,False,Monthly NTA,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252274
WEB,3.34,3.41,2.1,3.46,3.34,3.59,2020-07-07 08:21:00,False,Becoming a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252273
AAJ,0.005,0.006,20.0,0.006,0.005,20.0,2020-07-07 08:20:00,True,Aruma Expands Saltwater Project - Identifies Large Target,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252272
MTC,0.14,0.14,0.0,0.14,0.14,0.0,2020-07-07 08:20:00,False,Director Resignation and Technical Advisor Appointment,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252271
TLT,,,,,,,2020-07-07 08:20:00,False,Tilt Renewables completes capital return to shareholders,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252270
NOV,0.285,0.28,-1.75,0.29,0.275,5.45,2020-07-07 08:20:00,False,Appendix 2A & Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252269
AFG,1.67,1.66,-0.6,1.695,1.635,3.67,2020-07-07 08:20:00,False,AFG June 2020 Qtr Index,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252268
A1G,0.17,0.155,-8.82,0.17,0.15,13.33,2020-07-07 08:20:00,False,Cleansing Statement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252267
IMA,0.155,0.16,3.23,0.16,0.15,6.67,2020-07-07 08:20:00,True,"SECURES SALES AGREEMENT FOR 100,000 TONNES HMC",https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252266
STW,56.04,55.79,-0.45,56.33,55.79,0.97,2020-07-07 08:20:00,False,Daily Fund Update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252265
IMD,1.145,1.105,-3.49,1.145,1.09,5.05,2020-07-07 08:20:00,True,Acquisition of AusSpec,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252264
SLF,10.5,10.58,0.76,10.74,10.5,2.29,2020-07-07 08:19:00,False,Daily Fund Update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252263
MCM,,,,,,,2020-07-07 08:19:00,True,MCM Restructuring of the Current IDC Loan,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252262
SFY,54.8,54.36,-0.8,54.8,54.36,0.81,2020-07-07 08:19:00,False,Daily Fund Update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252261
UWL,1.525,1.56,2.3,1.62,1.525,6.23,2020-07-07 08:19:00,False,Close of Fully Underwritten Retail Entitlement Offer,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252260
NTM,0.084,0.08,-4.76,0.087,0.08,8.75,2020-07-07 08:19:00,True,Investor Presentation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252259
SZL,4.24,4.07,-4.01,4.27,4.02,6.22,2020-07-07 08:19:00,True,Sezzle Reports Record 2Q20 and Provides UMS Outlook,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252258
ALK,1.205,1.225,1.66,1.24,1.202,3.16,2020-07-07 08:19:00,True,Tomingley Gold Operations Meets FY2020 Guidance,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252257
JHX,27.5,27.35,-0.55,27.93,27.29,2.35,2020-07-07 08:19:00,False,AGM Deferral,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252256
SBM,3.3,3.29,-0.3,3.39,3.28,3.35,2020-07-07 08:19:00,True,Production Update Q4 June FY20,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252255
SRG,0.245,0.255,4.08,0.26,0.24,8.33,2020-07-07 08:19:00,True,NZ$25m Transport Infrastructure Maintenance Contract Secured,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252254
HMC,2.99,2.91,-2.68,3.0,2.92,2.74,2020-07-07 08:19:00,False,Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252253
RLT,1.21,1.185,-2.07,1.245,1.185,5.06,2020-07-07 08:19:00,True,Prospective resources of helium in Virginia licence area,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252252
WEB,3.34,3.41,2.1,3.46,3.34,3.59,2020-07-07 08:19:00,False,Becoming a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252251
SFX,0.175,0.18,2.86,0.18,0.175,2.86,2020-07-07 08:18:00,True,Quarterly Cashflow Report,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252250
BGL,0.97,0.97,0.0,0.99,0.94,5.32,2020-07-07 08:18:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252249
SFX,0.175,0.18,2.86,0.18,0.175,2.86,2020-07-07 08:18:00,True,Quarterly Activities Report,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252248
CYC,1.495,1.495,0.0,1.495,1.495,0.0,2020-07-07 08:18:00,True,CYC 1H2020 Business Update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252247
AR9,0.185,0.175,-5.41,0.195,0.17,14.71,2020-07-07 08:18:00,False,Ceasing to be a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252246
IBB,,,,,,,2020-07-07 08:18:00,False,mFund - Monthly Redemption Report - IBB13,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252245
IBB,,,,,,,2020-07-07 08:18:00,False,mFund - Monthly Redemption Report - IBB12,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252244
IBB,,,,,,,2020-07-07 08:18:00,False,mFund - Monthly Redemption Report - IBB11,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252243
IBB,,,,,,,2020-07-07 08:17:00,False,mFund - Monthly Redemption Report - IBB10,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252242
IBB,,,,,,,2020-07-07 08:17:00,False,mFund - Monthly Redemption Report - IBB09,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252241
IBB,,,,,,,2020-07-07 08:17:00,False,mFund - Monthly Redemption Report - IBB04,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252240
IBB,,,,,,,2020-07-07 08:17:00,False,mFund - Monthly Redemption Report - IBB03,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252239
IBB,,,,,,,2020-07-07 08:17:00,False,mFund - Monthly Redemption Report - IBB01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252238
EAI,0.98,0.995,1.53,0.995,0.98,1.53,2020-07-07 08:17:00,False,Daily share buy-back notice - Appendix 3E,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252237
LEG,0.145,0.135,-6.9,0.145,0.135,7.41,2020-07-07 08:17:00,True,Assay Results from RKDD015 and RKDD018 at Mawson,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252236
GTE,0.11,0.11,0.0,0.11,0.11,0.0,2020-07-07 08:16:00,True,"Results of Non-Renounceable, Underwritten Entitlements Issue",https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252235
BLV,0.04,0.04,0.0,0.04,0.04,0.0,2020-07-06 19:27:00,True,Suspension from Official Quotation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252231
SEC,1.385,1.375,-0.72,1.385,1.335,3.75,2020-07-06 19:26:00,False,Net Tangible Asset Backing,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252230
PGG,1.66,1.695,2.11,1.705,1.66,2.71,2020-07-06 19:04:00,True,Update - Dividend/Distribution - PGG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252229
MRG,0.015,0.015,0.0,0.015,0.015,0.0,2020-07-06 19:00:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252228
NAB,18.7,18.7,0.0,18.92,18.6,1.72,2020-07-06 19:00:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252227
SUL,8.39,8.4,0.12,8.51,8.27,2.9,2020-07-06 18:59:00,False,Ceasing to be a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252226
CNW,0.021,0.021,0.0,0.021,0.021,0.0,2020-07-06 18:58:00,True,Market Update - Continued Success in Resources & Govt,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252225
SDA,0.775,0.79,1.94,0.81,0.77,5.19,2020-07-06 18:52:00,False,Change in substantial holding from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252224
PAX,,,,,,,2020-07-06 18:49:00,False,2020 Final Distribution,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252223
PIX,,,,,,,2020-07-06 18:48:00,False,2020 Final Distribution,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252222
BC8,0.895,0.88,-1.68,0.895,0.85,5.29,2020-07-06 18:46:00,False,Securities being Released from Voluntary Escrow,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252221
XAR,,,,,,,2020-07-06 18:45:00,False,"Monthly redemptions, units on issue and OTC Exposure",https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252220
BHD,0.21,0.21,0.0,0.21,0.21,0.0,2020-07-06 18:42:00,False,Appendix 3Y GM,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252219
MEC,0.93,0.93,0.0,0.93,0.93,0.0,2020-07-06 18:41:00,False,Month-end NTA at 30.06.20 Pre-tax 1.1503 Post-tax 1.1333,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252218
BHD,0.21,0.21,0.0,0.21,0.21,0.0,2020-07-06 18:40:00,False,Net Tangible Asset Backing,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252217
APL,0.93,0.935,0.54,0.94,0.93,1.08,2020-07-06 18:39:00,False,Net Tangible Asset Backing,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252216
TKM,0.034,0.034,0.0,0.034,0.034,0.0,2020-07-06 18:38:00,False,Appendix 3G,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252215
TAS,0.034,0.033,-2.94,0.034,0.033,3.03,2020-07-06 18:21:00,False,Proposed issue of Securities - TAS,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252214
TAS,0.034,0.033,-2.94,0.034,0.033,3.03,2020-07-06 18:17:00,True,Non Renounceable Rights Issue Prospectus,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252213
EGI,1.03,1.045,1.46,1.045,1.03,1.46,2020-07-06 18:17:00,False,Weekly NTA,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252212
EHX,0.1,0.099,-1.0,0.1,0.099,1.01,2020-07-06 18:14:00,False,General Meeting - Notice and Proxy Form,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252211
RPO,,,,,,,2020-07-06 18:10:00,False,mFund - Monthly Redemption Report - RPO01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252210
TUA,0.97,1.0,3.09,1.055,0.95,11.05,2020-07-06 18:09:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252209
PRE,,,,,,,2020-07-06 18:08:00,False,mFund - Monthly Redemption Report - PRE01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252208
MLC,,,,,,,2020-07-06 18:06:00,False,mFund - Monthly Redemption Report-MLC01-MLC02 - MLC03,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252207
INT,,,,,,,2020-07-06 18:05:00,False,mFund - Monthly Redemption Report - INT01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252206
TUA,0.97,1.0,3.09,1.055,0.95,11.05,2020-07-06 18:04:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252205
BLV,0.04,0.04,0.0,0.04,0.04,0.0,2020-07-06 18:03:00,False,Results of Meeting,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252204
FEP,,,,,,,2020-07-06 18:03:00,False,mFund - Monthly Redemption Report - FEP01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252203
MZZ,0.305,0.315,3.28,0.33,0.305,8.2,2020-07-06 18:01:00,False,Expiry of unlisted options,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252202
ANT,,,,,,,2020-07-06 18:00:00,False,mFund - Monthly Redemption Report - ANT01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252201
AGA,,,,,,,2020-07-06 17:59:00,False,mFund - Monthly Redemption Report - AGA01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252200
NET,0.06,0.058,-3.33,0.06,0.055,9.09,2020-07-06 17:59:00,False,Voluntary Suspension Update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252199
NVA,0.054,0.057,5.56,0.057,0.054,5.56,2020-07-06 17:58:00,False,Becoming a substantial holder for TNR,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252198
TNR,0.02,0.02,0.0,0.021,0.02,5.0,2020-07-06 17:58:00,False,Becoming a substantial holder from NVA,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252198
Z1P,5.76,5.9,2.43,5.99,5.72,4.72,2020-07-06 17:54:00,False,Lapsing of Unlisted Performance Rights,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252197
Z1P,5.76,5.9,2.43,5.99,5.72,4.72,2020-07-06 17:48:00,False,Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252196
GCY,0.039,0.039,0.0,0.04,0.039,2.56,2020-07-06 17:47:00,False,Notice of General Meeting/Proxy Form,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252195
SUL,8.39,8.4,0.12,8.51,8.27,2.9,2020-07-06 17:45:00,False,Ceasing to be a substantial holder from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252194
Z1P,5.76,5.9,2.43,5.99,5.72,4.72,2020-07-06 17:44:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252193
SUP,0.125,0.125,0.0,0.13,0.125,4.0,2020-07-06 17:43:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252192
SUP,0.125,0.125,0.0,0.13,0.125,4.0,2020-07-06 17:42:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252191
YOJ,0.089,0.084,-5.62,0.09,0.084,7.14,2020-07-06 17:40:00,False,Appendix 2A and Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252190
ERG,0.06,0.06,0.0,0.06,0.06,0.0,2020-07-06 17:39:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252189
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:39:00,False,Change of Director's Interest Notice - Richard Carreon,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252188
Z1P,5.76,5.9,2.43,5.99,5.72,4.72,2020-07-06 17:38:00,False,Proposed issue of Securities - Z1P,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252187
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:37:00,False,Change of Director's Interest Notice - Dr Robert Graham,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252186
HCH,0.03,0.027,-10.0,0.0305,0.026,17.31,2020-07-06 17:36:00,False,Change of Director's Interest Notice - M Black,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252185
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:35:00,False,Change of Director's Interest Notice - Judith Downes,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252184
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:35:00,False,Change of Director's Interest Notice - David Anderson,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252183
ING,3.38,3.4,0.59,3.43,3.35,2.39,2020-07-06 17:34:00,False,Change in substantial holding from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252182
TUA,0.97,1.0,3.09,1.055,0.95,11.05,2020-07-06 17:33:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252181
AVW,0.006,0.005,-16.67,0.006,0.005,20.0,2020-07-06 17:32:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252180
